484	0	0
485	1	1
486	0	0
487	0	0
488	14	8
489	13	11
490	2	2
491	6	6
492	3	2
493	4	1
494	16	12
495	0	0
496	6	5
497	36	24
498	0	0
499	0	0
500	29	15
501	0	0
502	0	0
503	11	10
504	1	1
505	21	21
506	0	0
507	0	0
508	2	1
509	22	16
510	200	62
511	85	55
512	0	0
513	3	2
514	64	31
515	0	0
516	20	7
517	0	0
518	13	8
519	0	0
520	4	1
521	32	12
522	0	0
523	9	5
524	1	1
525	72	52
526	0	0
527	4	4
528	23	16
529	22	15
530	4	2
531	0	0
532	0	0
533	63	44
534	8	8
535	74	55
536	55	39
537	0	0
538	4	2
539	0	0
540	1	1
541	2	1
542	21	10
543	2	1
544	60	42
545	0	0
546	0	0
547	7	3
548	2	2
549	54	34
550	2	2
551	0	0
552	33	15
553	0	0
554	0	0
555	20	12
556	4	1
557	0	0
558	1	1
559	73	59
560	4	1
561	13	9
562	15	10
563	64	49
564	8	7
565	7	6
566	56	40
567	0	0
568	0	0
569	0	0
570	0	0
571	0	0
572	8	4
573	0	0
574	18	12
575	65	44
576	0	0
577	5	5
578	0	0
579	2	2
580	0	0
581	40	28
582	0	0
583	2	1
584	5	5
585	0	0
586	0	0
587	0	0
588	78	64
589	20	11
590	11	6
591	4	1
592	0	0
593	11	8
594	0	0
595	12	8
596	2	1
597	0	0
598	2	2
599	1	1
600	0	0
601	50	27
602	67	47
603	0	0
604	7	7
605	70	57
606	0	0
607	0	0
608	0	0
609	9	6
610	0	0
611	13	11
612	0	0
613	13	10
614	0	0
615	0	0
616	3	3
617	74	50
618	1	1
619	23	10
620	0	0
621	14	8
622	14	13
623	0	0
624	58	45
625	0	0
626	0	0
627	20	11
628	44	31
629	9	1
630	0	0
631	9	7
632	0	0
633	53	37
634	0	0
635	0	0
636	0	0
637	3	3
638	0	0
639	1	1
640	9	1
641	21	21
642	7	3
643	11	7
644	0	0
645	3	3
646	19	13
647	21	19
648	16	12
649	2	1
650	0	0
651	12	6
652	0	0
653	26	13
654	0	0
655	0	0
656	5	4
657	0	0
658	0	0
659	0	0
660	3	1
661	0	0
662	63	48
663	78	56
664	0	0
665	0	0
666	3	1
667	0	0
668	0	0
669	0	0
670	3	2
671	6	2
672	5	4
673	30	26
674	0	0
675	44	40
676	1	1
677	0	0
678	2	1
679	1	1
680	4	3
681	3	3
682	27	24
683	1	1
684	0	0
685	0	0
686	4	1
687	13	13
688	5	4
689	5	5
690	26	23
691	0	0
692	0	0
693	10	8
694	0	0
695	0	0
696	39	37
697	4	2
698	0	0
699	0	0
700	0	0
701	2	1
702	0	0
703	22	22
704	0	0
705	29	27
706	0	0
707	1	1
708	5	4
709	8	3
710	57	54
711	8	5
712	6	1
713	4	1
714	6	6
715	32	27
716	13	12
717	47	41
718	4	4
719	47	37
720	0	0
721	38	37
722	0	0
723	35	26
724	0	0
725	0	0
726	0	0
727	0	0
728	15	15
729	1	1
730	1	1
731	0	0
732	1	1
733	8	3
734	7	7
735	43	40
736	13	12
737	10	2
738	3	3
739	21	17
740	10	3
741	5	2
742	0	0
743	16	7
744	53	51
745	1	1
746	0	0
747	1	1
748	12	12
749	0	0
750	0	0
751	0	0
752	3	3
753	0	0
754	1	1
755	0	0
756	27	15
757	11	2
758	0	0
759	0	0
760	0	0
761	1	1
762	38	29
763	41	41
764	0	0
765	3	2
766	0	0
767	41	40
768	2	2
769	0	0
770	6	3
771	11	8
772	0	0
773	9	7
774	0	0
775	0	0
776	0	0
777	1	1
778	32	29
779	12	9
780	5	2
781	0	0
782	0	0
783	1	1
784	0	0
785	55	45
786	1	1
787	0	0
788	0	0
789	3	2
790	0	0
791	7	3
792	0	0
793	11	9
794	21	18
795	0	0
796	0	0
797	0	0
798	1	1
799	0	0
800	0	0
801	23	23
802	0	0
803	1	1
804	0	0
805	5	5
806	4	4
807	7	6
808	68	62
809	0	0
810	0	0
811	10	7
812	1	1
813	70	58
814	89	72
815	80	64
816	91	82
817	101	79
818	0	0
819	8	8
820	47	45
821	32	32
822	2	2
823	0	0
824	57	52
825	16	14
826	4	4
827	6	5
828	60	44
829	1	1
830	0	0
831	0	0
832	46	29
833	0	0
834	0	0
835	0	0
836	2	2
837	28	27
838	0	0
839	32	22
840	11	11
841	8	2
842	16	4
843	0	0
844	27	26
845	17	14
846	52	44
847	0	0
848	0	0
849	9	2
850	50	39
851	0	0
852	0	0
853	0	0
854	0	0
855	0	0
856	54	40
857	32	32
858	5	4
859	2	2
860	3	1
861	0	0
862	0	0
863	6	5
864	43	36
865	30	30
866	0	0
867	7	6
868	1	1
869	0	0
870	1	1
871	16	16
872	0	0
873	0	0
874	0	0
875	4	2
876	17	15
877	87	72
878	5	3
879	24	24
880	0	0
881	31	23
882	0	0
883	48	46
884	7	2
885	0	0
886	20	15
887	0	0
888	3	3
889	71	62
890	0	0
891	28	28
892	102	78
893	1	1
894	0	0
895	2	2
896	1	1
897	6	6
898	0	0
899	0	0
900	0	0
901	0	0
902	0	0
903	1	1
904	24	21
905	3	3
906	42	39
907	47	21
908	0	0
909	3	1
910	1	1
911	5	4
912	19	18
913	42	37
914	9	9
915	0	0
916	1	1
917	0	0
918	29	29
919	0	0
920	33	30
921	6	3
922	1	1
923	0	0
924	36	20
925	6	5
926	4	4
927	0	0
928	0	0
929	5	2
930	0	0
931	37	30
932	11	4
933	0	0
934	0	0
935	46	33
936	0	0
937	33	31
938	0	0
939	5	2
940	18	7
941	0	0
942	0	0
943	33	22
944	0	0
945	36	31
946	0	0
947	0	0
948	0	0
949	0	0
950	3	2
951	12	10
952	0	0
953	0	0
954	58	52
955	32	30
956	67	59
957	6	6
958	0	0
959	1	1
960	0	0
961	0	0
962	28	27
963	0	0
964	7	6
965	7	7
966	0	0
967	0	0
968	4	4
969	0	0
970	0	0
971	0	0
972	0	0
973	50	50
974	0	0
975	0	0
976	0	0
977	49	41
978	4	1
979	37	30
980	0	0
981	21	16
982	1	1
983	10	8
984	0	0
985	40	35
986	31	22
987	0	0
988	0	0
989	0	0
990	0	0
991	21	20
992	0	0
993	0	0
994	3	2
995	0	0
996	22	20
997	5	4
998	0	0
999	87	69
1000	13	13
1001	5	4
1002	12	11
1003	20	13
1004	21	20
1005	3	2
1006	3	1
1007	0	0
1008	58	53
1009	3	1
1010	17	13
1011	1	1
1012	0	0
1013	30	30
1014	0	0
1015	42	37
1016	0	0
1017	0	0
1018	38	31
1019	55	54
1020	39	26
1021	55	47
1022	42	35
1023	42	33
1024	49	49
1025	30	21
1026	41	35
1027	46	40
