Transaction ID;Required precision;Provided precision

5e45cbbf-de6b-4b8b-a2b8-4c0f056db598;0.0;-1.7976931348623157E308

79eecb64-cd85-4b7e-82b9-a308afc7ac5e;0.0;-1.7976931348623157E308

ccc8205c-4de5-49b1-afab-cb7e442af817;0.0;-1.7976931348623157E308

395c958a-7d48-4b46-906c-177950ce1aac;0.0;-1.7976931348623157E308

071a9453-d1d1-4a7d-9004-06c05ae2426b;0.0;-1.7976931348623157E308

a2dcd55c-a536-42a7-a651-15d73d1a0a2b;0.0;-1.7976931348623157E308

14397176-9fb1-45c6-82a7-a874403d4850;0.0;-1.7976931348623157E308

d345a263-d4c1-463e-8ebe-747e016fc68e;0.0;-1.7976931348623157E308

234171f5-3740-4b9e-8dd3-6e23b94d6cf9;0.0;-1.7976931348623157E308

b4f44ce8-5478-44b0-a310-1949a6f89c9c;0.0;-1.7976931348623157E308

9f8e09cb-64ad-427a-b7b7-4c4fd75cb2ff;0.0;-1.7976931348623157E308

93b59b81-2aca-46a7-8953-4b754db971d7;0.0;-1.7976931348623157E308

a9dc3b20-8e8a-4487-a17d-19394bd2d950;0.0;-1.7976931348623157E308

481f80ae-5fef-4bea-950e-66874853e0e0;0.0;-1.7976931348623157E308

0f678f9f-ff79-47c3-816b-d106f7a4da15;0.0;-1.7976931348623157E308

883cc229-43f8-4e79-bb1c-c8c85533d066;0.0;-1.7976931348623157E308

43efc57d-9003-44ef-9701-5167fbe3d4b4;0.0;-1.7976931348623157E308

8c9cb42d-3093-4839-bdba-41b0582d6002;0.0;-1.7976931348623157E308

d38dda43-3a7e-4187-b4d9-a4b6930577fb;0.0;-1.7976931348623157E308

8ee5a58c-a3a2-41be-83b6-dd51ec8927a5;0.0;-1.7976931348623157E308

b620bb73-cd10-4809-91b0-715f4133a20d;0.0;-1.7976931348623157E308

7fa95e8b-c004-445d-ba5c-1de460330202;0.0;-1.7976931348623157E308

cd9776fc-bdf8-41c4-93cf-656459109f29;0.0;-1.7976931348623157E308

9c863937-29d2-43e9-b207-6bd0368926f8;0.0;-1.7976931348623157E308

90fc80fa-a25a-4f73-9945-e1229e113f93;0.0;-1.7976931348623157E308

dc835c6a-37ab-47c8-adff-a1f8bbc1f4aa;0.0;-1.7976931348623157E308

2fc5c681-a89b-4c84-b176-833a921400c1;0.0;-1.7976931348623157E308

b6fcb690-2dc1-4ceb-ac53-1511f52c1ec5;0.0;-1.7976931348623157E308

b2b9ae99-64f6-4198-9ca0-2defa78ac551;0.0;-1.7976931348623157E308

0fb96715-2610-428e-899f-38836ba642b6;0.0;-1.7976931348623157E308

5a557378-c593-46e9-bc5e-9db57e9b2223;0.0;-1.7976931348623157E308

cbfb6e4d-25e9-46cf-99ad-b6a7b06054a9;0.0;-1.7976931348623157E308

