Transaction ID;Required precision;Provided precision

6470ecdc-dfb8-4a2a-bafe-fbc3ed407135;0.0;-30.666666666666668

25cd6f18-f6c0-4021-8727-c0c2c0636b74;0.0;-30.666666666666668

dc255725-6d0d-40bd-a423-61d1bc6d8f3a;0.0;-18771.0

ca32031f-203a-4b60-b1a3-abd17b9c60b1;0.0;-18771.0

7935c6d0-ff49-46d5-8e62-c0efa2212187;0.0;-18771.0

fe8baba6-f29e-49d0-b1a6-0cee317d29ca;0.0;-18771.0

e8ea80f2-cf1a-4c09-bd60-8baa234c7b4a;0.0;-18771.0

88877cfe-897e-49e4-bd15-4281a70eeb68;0.0;-18771.0

c54849b3-d9a7-4bf5-85c0-fffd309f5012;0.0;-18771.0

1a6eea59-9dec-426e-bc49-8ed747764b4e;0.0;-30.666666666666668

b02021e0-7c4d-4c39-8783-c384f78bb21f;0.0;-18771.0

e57fe65f-6cd2-4f42-8583-d5b7955232f4;0.0;-30.666666666666668

dbbca048-bc6a-4ab2-96b6-58d3eca2873f;0.0;-30.666666666666668

54025aba-ace5-4cf3-b274-382d5fba1c43;0.0;-18771.0

26aedd2e-6776-4f9d-a4d5-70a6efc97a00;0.0;-30.666666666666668

c026c9f4-83a1-4505-9fda-e00ee664baba;0.0;-30.666666666666668

a61ee1e7-70a8-4441-8cc5-857dedf1fdc7;0.0;-18771.0

d288f83c-3d65-49c1-830c-8f7caf6374e9;0.0;-18771.0

26940238-0547-4807-9509-271bf5f16af6;0.0;-18771.0

10df956f-e3c3-4d03-8a96-491b55dd48e8;0.0;-18771.0

298d799b-9bcd-4be4-adf4-8c5a9d77e58d;0.0;-18771.0

66bc3022-4a34-454e-8804-386a16c4ba5f;0.0;-18771.0

4c0ff1c8-7b64-48b5-8906-063493ae6730;0.0;-18771.0

2c77254f-826b-4a94-a8a0-9348fec8b4cf;0.0;-18771.0

7b423350-9213-4516-a212-21ea5b122876;0.0;-18771.0

81a9cd0d-3803-46ad-8521-6a0e6a1e754b;0.0;-18771.0

0fca039e-7760-47d9-9498-0c79bf53e66c;0.0;-18771.0

4dd1f30c-b7d2-4f4c-80a1-3e4fcc6e280e;0.0;-30.666666666666668

f20a00e7-cf30-4766-aada-3fe37f3b25eb;0.0;-30.666666666666668

b4163d49-d210-4bc7-b686-e63efd6235d4;0.0;-18771.0

e7c1b794-2a2a-46ec-b052-c95279f5f07b;0.0;-30.666666666666668

90d68f48-2287-4b33-bce4-a251a6bfebb8;0.0;-18771.0

de0819ac-2bc5-4cd2-a3b5-0fac6195c0ab;0.0;-18771.0

bcca7e69-1136-46ba-9409-728ab8650da2;0.0;-18771.0

c9dfa636-4227-43d4-8001-dcf94f673dde;0.0;-18771.0

35dd3136-21b8-4fed-a4e0-0da65347cff7;0.0;-30.666666666666668

2632c2c2-b9a3-4c35-b690-a3fcba9a5172;0.0;-18771.0

ab8f1766-6e38-47d4-9e27-27c4624327ae;0.0;-30.666666666666668

0ce7ecc2-8f09-4828-9dfb-8c0bfe119810;0.0;-30.666666666666668

6f07eb0c-f905-47b6-b28e-a88e8e848c48;0.0;-18771.0

f7eca63a-6256-486b-8ad0-581e6a5a1134;0.0;-18771.0

3fc0d04a-cc6b-4391-bba2-f207a33b4cba;0.0;-18771.0

de2d1a86-f95d-45e0-970c-9eba978722f8;0.0;-30.666666666666668

6a9c443b-846c-45ae-9f20-a937426de163;0.0;-18771.0

0d6bb392-b854-4cf3-a0d1-cad392c3cd9c;0.0;-18771.0

99a211a4-bc2a-4152-8f16-fd5c27f02752;0.0;-18771.0

e842589a-5898-4ca7-9110-be7171f5674e;0.0;-18771.0

6fb937de-ba52-4f60-a6b2-71c0f6e3dee5;0.0;-18771.0

f8092b8a-4b21-45a4-a477-b707db5a2486;0.0;-18771.0

aec0c66c-f197-4497-bcee-ce01f934d74a;0.0;-18771.0

1052c0ad-7629-455f-b443-2f3df5cc6e05;0.0;-18771.0

9f8d8e1b-d353-4058-9cbb-8883a2979ae7;0.0;-18771.0

66aaf306-4fef-4993-849b-f9c15a5eb51c;0.0;-18771.0

