Transaction ID;Required precision;Provided precision

0b24f9f6-5db0-46b9-a474-0bf6aa83c1a0;0.0;-30.666666666666668

01aabaa8-1829-4435-9a1c-85ef1944ece3;0.0;-30.666666666666668

f09f31e7-fd09-4944-af28-335bb3822c82;0.0;-18770.0

60a7089f-3229-46c0-a489-3f633a8690e6;0.0;-18770.0

49635934-f191-4886-b13a-a818dbde81c8;0.0;-18770.0

11341c65-0f53-4fa2-827f-288387ca4724;0.0;-18770.0

b7ae6808-9002-4fc4-9aaf-e8268f66218e;0.0;-18770.0

8878b673-b639-4a72-9db9-fba32a9706a1;0.0;-18770.0

072497d6-c9fc-4ea4-8f0f-f90ed4d753a5;0.0;-18770.0

5264c153-027e-4229-9bd9-7ee38dd857c4;0.0;-18770.0

1d5638e3-7ec8-4daa-a786-6d72936cbeae;0.0;-18770.0

ff028ca7-d0a9-463c-b776-0430c69b7877;0.0;-18770.0

0a72db9d-9d30-42a0-bba4-61e5e8f672d2;0.0;-30.666666666666668

c9cfa72d-91e0-42d6-b1e4-c97e61ba024b;0.0;-18770.0

5ed38bc6-79f9-4593-b3f6-626cc6958572;0.0;-30.666666666666668

9aa60e1f-5a9d-432a-a09c-20e237641893;0.0;-18770.0

6d3bcdc1-33c3-417c-81e6-0e151e18270e;0.0;-18770.0

2f3f7f26-c42b-4c28-a7c7-76542b2c292a;0.0;-18770.0

527cba3e-ea17-4869-a1f5-cd781c77602b;0.0;-30.666666666666668

e0b58a24-3c9e-48fb-92c1-7609c562c065;0.0;-18770.0

c20629b7-2fba-495f-8010-bc99e7374457;0.0;-18770.0

74831fe3-ad7c-40db-b396-f822607d4546;0.0;-18770.0

d979bfe1-5224-4b2f-b9c5-ab34a772070c;0.0;-30.666666666666668

f315ae89-d710-4c04-afff-938bfd6069d7;0.0;-18770.0

70b6eb07-c4c6-4205-aba0-e58fed9d8896;0.0;-18770.0

fe4f1e1f-c649-4154-bbba-5d2d246505cd;0.0;-18770.0

50453c75-319d-44f7-adfc-9649950b2cc8;0.0;-30.666666666666668

fcda4262-4f7f-4fb7-b58d-43c82537f7a8;0.0;-30.666666666666668

c6a53260-f23c-4f43-8ee3-47e97ce6fd87;0.0;-30.666666666666668

e7a451bc-e15a-474d-804e-8bc07069b5bc;0.0;-18770.0

4ebbd78f-c03d-41f8-b85f-d87309812aec;0.0;-18770.0

726d1bb4-f397-46e8-b343-e59cf2448c95;0.0;-18770.0

49dce77f-17a1-4d46-ac03-d7b2d3a1029d;0.0;-18770.0

d61f0b12-624b-48cf-af85-8d6e8dbe9553;0.0;-18770.0

113c0363-8ac4-401f-b4bd-7264fcb19d34;0.0;-18770.0

1184e2b6-8543-46fc-8a09-3532ac36d053;0.0;-18770.0

1520d859-b424-4912-8f02-e16656d47f09;0.0;-18770.0

ed70b5b3-02b6-45e6-bf2e-a1e2a7ca6c65;0.0;-18770.0

c9dc500b-0e49-480f-94b7-e955e9e3cc27;0.0;-30.666666666666668

bc1b72c4-09b0-4a7d-a347-4bd24079c557;0.0;-30.666666666666668

4cbbaca9-5f0d-4db5-977f-6ae1f274b493;0.0;-18770.0

14dd3a3d-4982-40dc-81c9-5db6d52a44dd;0.0;-18770.0

cdc3f5a5-8aae-485b-9a4a-cbf4c902cec5;0.0;-18770.0

884435b3-6ac3-412d-8a41-ff5a37808615;0.0;-18770.0

ed8df40f-12b8-4d63-aacd-fb1ee1b3825b;0.0;-18770.0

c6062074-1702-419e-965a-aafd2e0cc27a;0.0;-18770.0

7683a0dc-2ee8-46c5-98f4-442aa114855e;0.0;-30.666666666666668

51e9ef6c-8940-438c-90cb-fc619bbe5e66;0.0;-18770.0

555edbb2-f1f0-46e8-8ca0-7b72e84046f7;0.0;-18770.0

a19b279f-4108-4840-8d02-a9d6a9d74d89;0.0;-30.666666666666668

86538920-d0aa-426a-b2dd-129daf7030f4;0.0;-18770.0

a341664d-ccb2-42f1-bcb9-44b542aff10f;0.0;-30.666666666666668

964383a5-5e2a-422c-92f6-ce67916e787b;0.0;-18770.0

c8e617d3-9f85-4ce6-8f6a-85d7cddbc76c;0.0;-18770.0

1ab97553-5d95-42c1-a13f-6dfa1d38f678;0.0;-18770.0

af607df5-6f67-4ed9-85a5-dc5287e235ca;0.0;-18770.0

21a06e71-996c-4aea-840f-634b4e9567e7;0.0;-18770.0

bd8d7f5f-8989-434e-b32d-cb3a404e8c25;0.0;-18770.0

4563e0c8-b975-4de2-a405-79694c41c6f9;0.0;-30.666666666666668

97d62db5-4994-41e7-a6d9-5c9be02c62a8;0.0;-30.666666666666668

499ee3ce-a4c3-4606-aae8-91d8c029c6a2;0.0;-18770.0

3e52c003-4f01-48ef-9d37-38249bc10d49;0.0;-30.666666666666668

f6372572-f908-402a-8201-59032fb24e99;0.0;-30.666666666666668

6fdda345-606b-4138-898e-599f9c501da5;0.0;-30.666666666666668

cfcf78d4-ddae-4c9a-b2d0-2e350392ff22;0.0;-18770.0

f39b2d20-c3fd-4923-8bf0-682d23224323;0.0;-30.666666666666668

c97845be-968c-4d21-9fa1-fa8dfe48cc4b;0.0;-30.666666666666668

9ceb7f3e-2e9d-4bb7-be1c-06f01ae1f7ef;0.0;-18770.0

19b2eccf-46a3-46a0-9db1-55d30a843386;0.0;-30.666666666666668

ffe8a741-9811-4d6d-a32c-776d58a914d8;0.0;-18770.0

